properties{
  x = 0,
  y = 0,
  width = 416,
  height = 720,
  min_layer = 0,
  max_layer = 2,
  tileset = "cave_2",
  music = "opressive_cavern",
}

tile{
  layer = 0,
  x = 96,
  y = 240,
  width = 256,
  height = 160,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 272,
  y = 240,
  width = 16,
  height = 16,
  pattern = "ground1.2",
}

tile{
  layer = 0,
  x = 192,
  y = 640,
  width = 64,
  height = 48,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 192,
  y = 544,
  width = 32,
  height = 96,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 80,
  y = 512,
  width = 112,
  height = 48,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 48,
  y = 368,
  width = 64,
  height = 160,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 256,
  y = 112,
  width = 32,
  height = 128,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 208,
  y = 64,
  width = 48,
  height = 64,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 128,
  y = 32,
  width = 80,
  height = 48,
  pattern = "ground1.3",
}

tile{
  layer = 0,
  x = 128,
  y = 0,
  width = 96,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 96,
  y = 32,
  width = 32,
  height = 64,
  pattern = "193",
}

tile{
  layer = 0,
  x = 224,
  y = 32,
  width = 32,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 256,
  y = 64,
  width = 32,
  height = 32,
  pattern = "192",
}

tile{
  layer = 0,
  x = 128,
  y = 80,
  width = 64,
  height = 32,
  pattern = "194",
}

tile{
  layer = 0,
  x = 176,
  y = 96,
  width = 32,
  height = 32,
  pattern = "193",
}

tile{
  layer = 0,
  x = 288,
  y = 112,
  width = 32,
  height = 96,
  pattern = "192",
}

tile{
  layer = 0,
  x = 208,
  y = 128,
  width = 32,
  height = 32,
  pattern = "194",
}

tile{
  layer = 0,
  x = 224,
  y = 144,
  width = 32,
  height = 64,
  pattern = "193",
}

tile{
  layer = 0,
  x = 96,
  y = 208,
  width = 128,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 320,
  y = 208,
  width = 32,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 64,
  y = 240,
  width = 32,
  height = 96,
  pattern = "193",
}

tile{
  layer = 0,
  x = 352,
  y = 240,
  width = 32,
  height = 160,
  pattern = "192",
}

tile{
  layer = 0,
  x = 48,
  y = 336,
  width = 32,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 16,
  y = 368,
  width = 32,
  height = 160,
  pattern = "193",
}

tile{
  layer = 0,
  x = 112,
  y = 400,
  width = 256,
  height = 32,
  pattern = "194",
}

tile{
  layer = 0,
  x = 128,
  y = 480,
  width = 64,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 224,
  y = 544,
  width = 32,
  height = 64,
  pattern = "192",
}

tile{
  layer = 0,
  x = 80,
  y = 560,
  width = 96,
  height = 32,
  pattern = "194",
}

tile{
  layer = 0,
  x = 160,
  y = 592,
  width = 32,
  height = 96,
  pattern = "193",
}

tile{
  layer = 0,
  x = 256,
  y = 640,
  width = 32,
  height = 64,
  pattern = "192",
}

tile{
  layer = 0,
  x = 192,
  y = 688,
  width = 64,
  height = 32,
  pattern = "194",
}

tile{
  layer = 0,
  x = 96,
  y = 0,
  width = 32,
  height = 32,
  pattern = "corner.in.4",
}

tile{
  layer = 0,
  x = 208,
  y = 0,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
}

tile{
  layer = 0,
  x = 208,
  y = 32,
  width = 32,
  height = 32,
  pattern = "corner.out.3",
}

tile{
  layer = 0,
  x = 256,
  y = 32,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
}

tile{
  layer = 0,
  x = 96,
  y = 80,
  width = 32,
  height = 32,
  pattern = "corner.in.3",
}

tile{
  layer = 0,
  x = 176,
  y = 80,
  width = 32,
  height = 32,
  pattern = "corner.out.1",
}

tile{
  layer = 0,
  x = 256,
  y = 80,
  width = 32,
  height = 32,
  pattern = "corner.out.3",
}

tile{
  layer = 0,
  x = 288,
  y = 80,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
}

tile{
  layer = 0,
  x = 176,
  y = 128,
  width = 32,
  height = 32,
  pattern = "corner.in.3",
}

tile{
  layer = 0,
  x = 224,
  y = 128,
  width = 32,
  height = 32,
  pattern = "corner.out.1",
}

tile{
  layer = 0,
  x = 64,
  y = 208,
  width = 32,
  height = 32,
  pattern = "corner.in.4",
}

tile{
  layer = 0,
  x = 224,
  y = 208,
  width = 32,
  height = 32,
  pattern = "corner.out.2",
}

tile{
  layer = 0,
  x = 288,
  y = 208,
  width = 32,
  height = 32,
  pattern = "corner.out.3",
}

tile{
  layer = 0,
  x = 352,
  y = 208,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
}

tile{
  layer = 0,
  x = 16,
  y = 336,
  width = 32,
  height = 32,
  pattern = "corner.in.4",
}

tile{
  layer = 0,
  x = 64,
  y = 336,
  width = 32,
  height = 32,
  pattern = "corner.out.2",
}

tile{
  layer = 0,
  x = 352,
  y = 400,
  width = 32,
  height = 32,
  pattern = "corner.in.2",
}

tile{
  layer = 0,
  x = 192,
  y = 480,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
}

tile{
  layer = 0,
  x = 16,
  y = 528,
  width = 32,
  height = 32,
  pattern = "corner.in.3",
}

tile{
  layer = 0,
  x = 48,
  y = 528,
  width = 32,
  height = 32,
  pattern = "corner.out.1",
}

tile{
  layer = 0,
  x = 192,
  y = 512,
  width = 32,
  height = 32,
  pattern = "corner.out.3",
}

tile{
  layer = 0,
  x = 224,
  y = 512,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
}

tile{
  layer = 0,
  x = 48,
  y = 560,
  width = 32,
  height = 32,
  pattern = "corner.in.3",
}

tile{
  layer = 0,
  x = 160,
  y = 560,
  width = 32,
  height = 32,
  pattern = "corner.out.1",
}

tile{
  layer = 0,
  x = 224,
  y = 608,
  width = 32,
  height = 32,
  pattern = "corner.out.3",
}
